Causa de muerte	Sexo	Edad	Comunidades y Ciudades Autónomas	Periodo	Total
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	2009	4
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	2008	8
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	2007	7
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	2006	9
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	2005	6
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	2004	11
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	2003	12
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	2002	9
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	2001	7
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	2000	3
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	1999	5
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	1998	4
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	1997	5
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	1996	5
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	1995	4
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	1994	3
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	1993	2
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	1992	5
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	1991	3
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	1990	3
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	1989	2
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	1988	5
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	1987	1
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	1986	1
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	1985	0
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	1984	2
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	1983	2
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	1982	1
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	1981	3
098  Suicidio y lesiones autoinfligidas	Hombres	95 y más años	Nacional	1980	0
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	2022	3
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	2021	8
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	2020	7
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	2019	3
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	2018	3
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	2017	7
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	2016	4
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	2015	1
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	2014	6
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	2013	3
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	2012	1
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	2011	1
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	2010	0
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	2009	1
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	2008	2
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	2007	5
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	2006	3
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	2005	3
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	2004	1
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	2003	1
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	2002	1
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	2001	4
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	2000	3
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	1999	0
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	1998	4
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	1997	5
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	1996	8
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	1995	1
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	1994	2
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	1993	2
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	1992	3
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	1991	5
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	1990	6
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	1989	6
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	1988	1
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	1987	2
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	1986	9
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	1985	1
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	1984	4
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	1983	3
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	1982	2
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	1981	3
098  Suicidio y lesiones autoinfligidas	Mujeres	De 1 a 14 años	Nacional	1980	1
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	2022	117
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	2021	79
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	2020	73
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	2019	74
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	2018	65
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	2017	69
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	2016	67
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	2015	78
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	2014	80
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	2013	76
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	2012	66
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	2011	41
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	2010	43
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	2009	66
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	2008	72
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	2007	61
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	2006	71
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	2005	93
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	2004	91
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	2003	97
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	2002	93
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	2001	75
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	2000	91
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	1999	90
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	1998	98
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	1997	110
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	1996	136
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	1995	105
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	1994	88
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	1993	97
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	1992	80
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	1991	113
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	1990	109
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	1989	103
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	1988	90
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	1987	115
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	1986	91
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	1985	71
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	1984	81
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	1983	72
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	1982	68
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	1981	62
098  Suicidio y lesiones autoinfligidas	Mujeres	De 15 a 29 años	Nacional	1980	48
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	2022	100
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	2021	99
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	2020	98
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	2019	99
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	2018	87
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	2017	98
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	2016	110
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	2015	95
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	2014	129
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	2013	123
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	2012	123
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	2011	113
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	2010	97
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	2009	119
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	2008	108
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	2007	138
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	2006	112
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	2005	128
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	2004	118
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	2003	109
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	2002	112
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	2001	120
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	2000	106
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	1999	80
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	1998	93
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	1997	101
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	1996	98
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	1995	82
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	1994	104
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	1993	91
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	1992	76
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	1991	72
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	1990	74
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	1989	64
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	1988	94
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	1987	79
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	1986	68
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	1985	65
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	1984	59
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	1983	50
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	1982	43
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	1981	34
098  Suicidio y lesiones autoinfligidas	Mujeres	De 30 a 39 años	Nacional	1980	38
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	2022	77
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	2021	74
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	2020	83
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	2019	79
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	2018	79
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	2017	98
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	2016	80
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	2015	96
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	2014	93
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	2013	94
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	2012	90
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	2011	75
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	2010	83
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	2009	76
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	2008	79
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	2007	67
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	2006	56
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	2005	49
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	2004	66
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	2003	72
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	2002	66
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	2001	60
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	2000	53
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	1999	51
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	1998	59
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	1997	43
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	1996	59
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	1995	41
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	1994	25
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	1993	37
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	1992	41
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	1991	25
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	1990	40
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	1989	26
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	1988	37
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	1987	42
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	1986	29
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	1985	33
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	1984	23
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	1983	29
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	1982	25
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	1981	22
098  Suicidio y lesiones autoinfligidas	Mujeres	De 40 a 44 años	Nacional	1980	23
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	2022	112
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	2021	120
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	2020	95
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	2019	79
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	2018	95
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	2017	76
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	2016	83
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	2015	111
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	2014	120
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	2013	93
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	2012	71
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	2011	71
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	2010	72
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	2009	76
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	2008	60
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	2007	75
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	2006	63
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	2005	57
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	2004	72
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	2003	67
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	2002	65
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	2001	59
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	2000	52
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	1999	49
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	1998	42
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	1997	43
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	1996	45
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	1995	33
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	1994	39
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	1993	37
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	1992	35
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	1991	39
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	1990	41
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	1989	43
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	1988	34
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	1987	41
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	1986	34
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	1985	41
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	1984	36
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	1983	42
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	1982	45
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	1981	49
098  Suicidio y lesiones autoinfligidas	Mujeres	De 45 a 49 años	Nacional	1980	27
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	2022	134
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	2021	137
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	2020	117
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	2019	110
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	2018	97
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	2017	116
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	2016	89
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	2015	93
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	2014	94
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	2013	110
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	2012	91
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	2011	81
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	2010	68
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	2009	49
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	2008	59
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	2007	61
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	2006	68
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	2005	56
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	2004	64
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	2003	70
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	2002	58
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	2001	53
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	2000	64
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	1999	59
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	1998	54
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	1997	67
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	1996	64
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	1995	56
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	1994	48
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	1993	51
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	1992	33
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	1991	52
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	1990	51
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	1989	55
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	1988	74
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	1987	61
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	1986	64
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	1985	66
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	1984	73
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	1983	53
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	1982	41
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	1981	41
098  Suicidio y lesiones autoinfligidas	Mujeres	De 50 a 54 años	Nacional	1980	51
098  Suicidio y lesiones autoinfligidas	Mujeres	De 55 a 59 años	Nacional	2022	125
098  Suicidio y lesiones autoinfligidas	Mujeres	De 55 a 59 años	Nacional	2021	102
098  Suicidio y lesiones autoinfligidas	Mujeres	De 55 a 59 años	Nacional	2020	137
098  Suicidio y lesiones autoinfligidas	Mujeres	De 55 a 59 años	Nacional	2019	90
098  Suicidio y lesiones autoinfligidas	Mujeres	De 55 a 59 años	Nacional	2018	106
098  Suicidio y lesiones autoinfligidas	Mujeres	De 55 a 59 años	Nacional	2017	108
098  Suicidio y lesiones autoinfligidas	Mujeres	De 55 a 59 años	Nacional	2016	81
098  Suicidio y lesiones autoinfligidas	Mujeres	De 55 a 59 años	Nacional	2015	81
098  Suicidio y lesiones autoinfligidas	Mujeres	De 55 a 59 años	Nacional	2014	77
098  Suicidio y lesiones autoinfligidas	Mujeres	De 55 a 59 años	Nacional	2013	87
098  Suicidio y lesiones autoinfligidas	Mujeres	De 55 a 59 años	Nacional	2012	60
098  Suicidio y lesiones autoinfligidas	Mujeres	De 55 a 59 años	Nacional	2011	57
098  Suicidio y lesiones autoinfligidas	Mujeres	De 55 a 59 años	Nacional	2010	56
098  Suicidio y lesiones autoinfligidas	Mujeres	De 55 a 59 años	Nacional	2009	57
098  Suicidio y lesiones autoinfligidas	Mujeres	De 55 a 59 años	Nacional	2008	67
098  Suicidio y lesiones autoinfligidas	Mujeres	De 55 a 59 años	Nacional	2007	67
098  Suicidio y lesiones autoinfligidas	Mujeres	De 55 a 59 años	Nacional	2006	51
098  Suicidio y lesiones autoinfligidas	Mujeres	De 55 a 59 años	Nacional	2005	66
